,id,airline_iata,origin_iata,deprt_time,dest_iata,duration,prop,ac_type,capacity,distance,price_usd,regional,flight_path,city_pair,arrive_time,flight_legs,service_lvl,first_layover,second_layover,first_transfer_city,second_transfer_city
68,69,MS,HRG,2023-01-01 10:40:00,SSH,0 days 04:00:00,0,B738,162,778,55,0,HRG -> CAI -> SSH,HRG_SSH,2023-01-01 14:40:00,"[69, 64]",1,0 days 02:00:00,0 days 00:00:00,CAI,
69,70,MS,HRG,2023-01-01 11:40:00,SSH,0 days 03:00:00,0,B738,162,778,55,0,HRG -> CAI -> SSH,HRG_SSH,2023-01-01 14:40:00,"[70, 64]",1,0 days 01:00:00,0 days 00:00:00,CAI,
70,71,MS,HRG,2023-01-01 15:10:00,SSH,0 days 05:40:00,0,B738,162,778,55,0,HRG -> CAI -> SSH,HRG_SSH,2023-01-01 20:50:00,"[71, 65]",1,0 days 03:40:00,0 days 00:00:00,CAI,
71,72,MS,HRG,2023-01-01 20:40:00,SSH,0 days 02:55:00,0,B738,162,778,55,0,HRG -> CAI -> SSH,HRG_SSH,2023-01-01 23:35:00,"[72, 66]",1,0 days 00:55:00,0 days 00:00:00,CAI,
72,73,MS,HRG,2023-01-01 05:15:00,SSH,0 days 05:15:00,0,B738,162,778,55,0,HRG -> CAI -> SSH,HRG_SSH,2023-01-01 10:30:00,"[73, 63]",1,0 days 03:15:00,0 days 00:00:00,CAI,
154,155,SM,HRG,2023-01-01 01:00:00,SSH,0 days 00:30:00,0,A320,150,106,55,0,HRG -> SSH,HRG_SSH,2023-01-01 01:30:00,[155],0,0 days 00:00:00,0 days 00:00:00,,
77,78,MS,LXR,2023-01-01 15:25:00,ATZ,0 days 03:55:00,0,B738,162,875,55,0,LXR -> CAI -> HMB -> ATZ,LXR_ATZ,2023-01-01 19:20:00,"[78, 50, 67]",3,0 days 00:25:00,0 days 00:40:00,CAI,HMB
73,74,MS,LXR,2023-01-01 06:50:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 08:00:00,[74],0,0 days 00:00:00,0 days 00:00:00,,
74,75,MS,LXR,2023-01-01 08:40:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 09:50:00,[75],0,0 days 00:00:00,0 days 00:00:00,,
75,76,MS,LXR,2023-01-01 09:10:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 10:20:00,[76],0,0 days 00:00:00,0 days 00:00:00,,
76,77,MS,LXR,2023-01-01 10:00:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 11:10:00,[77],0,0 days 00:00:00,0 days 00:00:00,,
77,78,MS,LXR,2023-01-01 15:25:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 16:35:00,[78],0,0 days 00:00:00,0 days 00:00:00,,
78,79,MS,LXR,2023-01-01 17:40:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 18:50:00,[79],0,0 days 00:00:00,0 days 00:00:00,,
79,80,MS,LXR,2023-01-01 19:40:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 20:50:00,[80],0,0 days 00:00:00,0 days 00:00:00,,
80,81,MS,LXR,2023-01-01 22:35:00,CAI,0 days 01:10:00,0,B738,162,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 23:45:00,[81],0,0 days 00:00:00,0 days 00:00:00,,
95,96,NP,LXR,2023-01-01 08:40:00,CAI,0 days 01:10:00,0,A320,150,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 09:50:00,[96],0,0 days 00:00:00,0 days 00:00:00,,
96,97,NP,LXR,2023-01-01 08:40:00,CAI,0 days 01:10:00,0,A320,150,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 09:50:00,[97],0,0 days 00:00:00,0 days 00:00:00,,
155,156,SM,LXR,2023-01-01 07:10:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 08:50:00,[156],0,0 days 00:00:00,0 days 00:00:00,,
156,157,SM,LXR,2023-01-01 07:30:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 09:10:00,[157],0,0 days 00:00:00,0 days 00:00:00,,
157,158,SM,LXR,2023-01-01 07:30:00,CAI,0 days 01:00:00,0,A320,150,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 08:30:00,[158],0,0 days 00:00:00,0 days 00:00:00,,
158,159,SM,LXR,2023-01-01 11:15:00,CAI,0 days 01:00:00,0,E90,106,507,55,1,LXR -> CAI,LXR_CAI,2023-01-01 12:15:00,[159],0,0 days 00:00:00,0 days 00:00:00,,
159,160,SM,LXR,2023-01-01 11:40:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 13:20:00,[160],0,0 days 00:00:00,0 days 00:00:00,,
160,161,SM,LXR,2023-01-01 11:45:00,CAI,0 days 01:00:00,0,E90,106,507,55,1,LXR -> CAI,LXR_CAI,2023-01-01 12:45:00,[161],0,0 days 00:00:00,0 days 00:00:00,,
161,162,SM,LXR,2023-01-01 12:00:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 13:40:00,[162],0,0 days 00:00:00,0 days 00:00:00,,
162,163,SM,LXR,2023-01-01 15:00:00,CAI,0 days 01:00:00,0,E90,106,507,55,1,LXR -> CAI,LXR_CAI,2023-01-01 16:00:00,[163],0,0 days 00:00:00,0 days 00:00:00,,
163,164,SM,LXR,2023-01-01 15:45:00,CAI,0 days 01:00:00,0,E90,106,507,55,1,LXR -> CAI,LXR_CAI,2023-01-01 16:45:00,[164],0,0 days 00:00:00,0 days 00:00:00,,
164,165,SM,LXR,2023-01-01 16:10:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 17:50:00,[165],0,0 days 00:00:00,0 days 00:00:00,,
165,166,SM,LXR,2023-01-01 16:30:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 18:10:00,[166],0,0 days 00:00:00,0 days 00:00:00,,
166,167,SM,LXR,2023-01-01 20:40:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 22:20:00,[167],0,0 days 00:00:00,0 days 00:00:00,,
167,168,SM,LXR,2023-01-01 21:00:00,CAI,0 days 01:40:00,1,ATR,70,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 22:40:00,[168],0,0 days 00:00:00,0 days 00:00:00,,
168,169,SM,LXR,2023-01-01 21:30:00,CAI,0 days 01:00:00,0,A320,150,507,55,0,LXR -> CAI,LXR_CAI,2023-01-01 22:30:00,[169],0,0 days 00:00:00,0 days 00:00:00,,
170,171,SM,LXR,2023-01-01 19:15:00,CAI,0 days 03:25:00,1,ATR,70,682,55,0,LXR -> SSH -> CAI,LXR_CAI,2023-01-01 22:40:00,"[171, 177]",1,0 days 00:40:00,0 days 00:00:00,SSH,
77,78,MS,LXR,2023-01-01 15:25:00,HMB,0 days 02:35:00,0,B738,162,768,55,0,LXR -> CAI -> HMB,LXR_HMB,2023-01-01 18:00:00,"[78, 50]",1,0 days 00:25:00,0 days 00:00:00,CAI,
159,160,SM,LXR,2023-01-01 11:40:00,HMB,0 days 06:20:00,1,ATR,70,768,55,0,LXR -> CAI -> HMB,LXR_HMB,2023-01-01 18:00:00,"[160, 128]",2,0 days 03:40:00,0 days 00:00:00,CAI,
161,162,SM,LXR,2023-01-01 12:00:00,HMB,0 days 06:00:00,1,ATR,70,768,55,0,LXR -> CAI -> HMB,LXR_HMB,2023-01-01 18:00:00,"[162, 128]",2,0 days 03:20:00,0 days 00:00:00,CAI,
162,163,SM,LXR,2023-01-01 15:00:00,HMB,0 days 03:00:00,0,E90,106,768,55,1,LXR -> CAI -> HMB,LXR_HMB,2023-01-01 18:00:00,"[163, 128]",2,0 days 01:00:00,0 days 00:00:00,CAI,
73,74,MS,LXR,2023-01-01 06:50:00,HRG,0 days 04:10:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 11:00:00,"[74, 51]",1,0 days 02:00:00,0 days 00:00:00,CAI,
73,74,MS,LXR,2023-01-01 06:50:00,HRG,0 days 03:10:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 10:00:00,"[74, 55]",1,0 days 01:00:00,0 days 00:00:00,CAI,
74,75,MS,LXR,2023-01-01 08:40:00,HRG,0 days 05:50:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 14:30:00,"[75, 52]",1,0 days 03:40:00,0 days 00:00:00,CAI,
75,76,MS,LXR,2023-01-01 09:10:00,HRG,0 days 05:20:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 14:30:00,"[76, 52]",1,0 days 03:10:00,0 days 00:00:00,CAI,
76,77,MS,LXR,2023-01-01 10:00:00,HRG,0 days 04:30:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 14:30:00,"[77, 52]",1,0 days 02:20:00,0 days 00:00:00,CAI,
77,78,MS,LXR,2023-01-01 15:25:00,HRG,0 days 04:35:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 20:00:00,"[78, 53]",1,0 days 02:25:00,0 days 00:00:00,CAI,
78,79,MS,LXR,2023-01-01 17:40:00,HRG,0 days 05:50:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 23:30:00,"[79, 54]",1,0 days 03:40:00,0 days 00:00:00,CAI,
79,80,MS,LXR,2023-01-01 19:40:00,HRG,0 days 03:50:00,0,B738,162,909,55,0,LXR -> CAI -> HRG,LXR_HRG,2023-01-01 23:30:00,"[80, 54]",1,0 days 01:40:00,0 days 00:00:00,CAI,
169,170,SM,LXR,2023-01-01 20:45:00,HRG,0 days 00:45:00,0,A320,150,200,55,0,LXR -> HRG,LXR_HRG,2023-01-01 21:30:00,[170],0,0 days 00:00:00,0 days 00:00:00,,
73,74,MS,LXR,2023-01-01 06:50:00,RMF,0 days 06:00:00,0,B738,162,1103,55,0,LXR -> CAI -> RMF,LXR_RMF,2023-01-01 12:50:00,"[74, 62]",1,0 days 03:30:00,0 days 00:00:00,CAI,
74,75,MS,LXR,2023-01-01 08:40:00,RMF,0 days 04:10:00,0,B738,162,1103,55,0,LXR -> CAI -> RMF,LXR_RMF,2023-01-01 12:50:00,"[75, 62]",1,0 days 01:40:00,0 days 00:00:00,CAI,
75,76,MS,LXR,2023-01-01 09:10:00,RMF,0 days 03:40:00,0,B738,162,1103,55,0,LXR -> CAI -> RMF,LXR_RMF,2023-01-01 12:50:00,"[76, 62]",1,0 days 01:10:00,0 days 00:00:00,CAI,
73,74,MS,LXR,2023-01-01 06:50:00,SSH,0 days 03:40:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 10:30:00,"[74, 63]",1,0 days 01:30:00,0 days 00:00:00,CAI,
74,75,MS,LXR,2023-01-01 08:40:00,SSH,0 days 06:00:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 14:40:00,"[75, 64]",1,0 days 03:50:00,0 days 00:00:00,CAI,
75,76,MS,LXR,2023-01-01 09:10:00,SSH,0 days 05:30:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 14:40:00,"[76, 64]",1,0 days 03:20:00,0 days 00:00:00,CAI,
76,77,MS,LXR,2023-01-01 10:00:00,SSH,0 days 04:40:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 14:40:00,"[77, 64]",1,0 days 02:30:00,0 days 00:00:00,CAI,
77,78,MS,LXR,2023-01-01 15:25:00,SSH,0 days 05:25:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 20:50:00,"[78, 65]",1,0 days 03:15:00,0 days 00:00:00,CAI,
78,79,MS,LXR,2023-01-01 17:40:00,SSH,0 days 03:10:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 20:50:00,"[79, 65]",1,0 days 01:00:00,0 days 00:00:00,CAI,
78,79,MS,LXR,2023-01-01 17:40:00,SSH,0 days 05:55:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 23:35:00,"[79, 66]",1,0 days 03:45:00,0 days 00:00:00,CAI,
79,80,MS,LXR,2023-01-01 19:40:00,SSH,0 days 03:55:00,0,B738,162,883,55,0,LXR -> CAI -> SSH,LXR_SSH,2023-01-01 23:35:00,"[80, 66]",1,0 days 01:45:00,0 days 00:00:00,CAI,
170,171,SM,LXR,2023-01-01 19:15:00,SSH,0 days 01:15:00,1,ATR,70,306,55,0,LXR -> SSH,LXR_SSH,2023-01-01 20:30:00,[171],0,0 days 00:00:00,0 days 00:00:00,,
81,82,MS,RMF,2023-01-01 13:30:00,ATZ,0 days 05:50:00,0,B738,162,964,55,0,RMF -> CAI -> HMB -> ATZ,RMF_ATZ,2023-01-01 19:20:00,"[82, 50, 67]",3,0 days 02:15:00,0 days 00:40:00,CAI,HMB
81,82,MS,RMF,2023-01-01 13:30:00,CAI,0 days 01:15:00,0,B738,162,596,55,0,RMF -> CAI,RMF_CAI,2023-01-01 14:45:00,[82],0,0 days 00:00:00,0 days 00:00:00,,
81,82,MS,RMF,2023-01-01 13:30:00,HMB,0 days 04:30:00,0,B738,162,857,55,0,RMF -> CAI -> HMB,RMF_HMB,2023-01-01 18:00:00,"[82, 50]",1,0 days 02:15:00,0 days 00:00:00,CAI,
81,82,MS,RMF,2023-01-01 13:30:00,LXR,0 days 05:30:00,0,B738,162,1103,55,0,RMF -> CAI -> LXR,RMF_LXR,2023-01-01 19:00:00,"[82, 58]",1,0 days 03:15:00,0 days 00:00:00,CAI,
171,172,SM,SPX,2023-01-01 10:46:00,HRG,0 days 01:20:00,0,A320,150,430,55,0,SPX -> HRG,SPX_HRG,2023-01-01 12:06:00,[172],0,0 days 00:00:00,0 days 00:00:00,,
172,173,SM,SPX,2023-01-01 22:45:00,SSH,0 days 01:20:00,0,A320,150,415,55,0,SPX -> SSH,SPX_SSH,2023-01-02 00:05:00,[173],0,0 days 00:00:00,0 days 00:00:00,,
82,83,MS,SSH,2023-01-01 04:40:00,ASW,0 days 02:55:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 07:35:00,"[83, 38]",1,0 days 00:30:00,0 days 00:00:00,CAI,
82,83,MS,SSH,2023-01-01 04:40:00,ASW,0 days 03:00:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 07:40:00,"[83, 39]",1,0 days 00:35:00,0 days 00:00:00,CAI,
82,83,MS,SSH,2023-01-01 04:40:00,ASW,0 days 03:55:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 08:35:00,"[83, 40]",1,0 days 01:30:00,0 days 00:00:00,CAI,
83,84,MS,SSH,2023-01-01 11:10:00,ASW,0 days 04:00:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 15:10:00,"[84, 41]",1,0 days 01:35:00,0 days 00:00:00,CAI,
83,84,MS,SSH,2023-01-01 11:10:00,ASW,0 days 04:10:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 15:20:00,"[84, 42]",1,0 days 01:45:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,ASW,0 days 05:00:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 20:10:00,"[85, 43]",1,0 days 02:35:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,ASW,0 days 06:05:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 21:15:00,"[85, 44]",1,0 days 03:40:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,ASW,0 days 06:15:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 21:25:00,"[85, 45]",1,0 days 03:50:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,ASW,0 days 06:20:00,0,B738,162,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 21:30:00,"[85, 46]",1,0 days 03:55:00,0 days 00:00:00,CAI,
173,174,SM,SSH,2023-01-01 10:10:00,ASW,0 days 05:45:00,1,ATR,70,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 15:55:00,"[174, 123]",2,0 days 02:50:00,0 days 00:00:00,CAI,
174,175,SM,SSH,2023-01-01 14:30:00,ASW,0 days 04:35:00,0,ATR,70,1075,55,1,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 19:05:00,"[175, 125]",2,0 days 01:40:00,0 days 00:00:00,CAI,
174,175,SM,SSH,2023-01-01 14:30:00,ASW,0 days 07:20:00,1,ATR,70,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 21:50:00,"[175, 126]",1,0 days 03:50:00,0 days 00:00:00,CAI,
177,178,SM,SSH,2023-01-01 03:00:00,ASW,0 days 03:30:00,1,A320,70,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 06:30:00,"[178, 114]",2,0 days 00:30:00,0 days 00:00:00,CAI,
177,178,SM,SSH,2023-01-01 03:00:00,ASW,0 days 04:00:00,1,A320,70,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 07:00:00,"[178, 115]",2,0 days 01:00:00,0 days 00:00:00,CAI,
177,178,SM,SSH,2023-01-01 03:00:00,ASW,0 days 03:25:00,0,A320,150,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 06:25:00,"[178, 116]",1,0 days 01:00:00,0 days 00:00:00,CAI,
177,178,SM,SSH,2023-01-01 03:00:00,ASW,0 days 03:25:00,0,A320,150,1075,55,0,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 06:25:00,"[178, 117]",1,0 days 01:00:00,0 days 00:00:00,CAI,
177,178,SM,SSH,2023-01-01 03:00:00,ASW,0 days 04:25:00,0,A320,106,1075,55,1,SSH -> CAI -> ASW,SSH_ASW,2023-01-01 07:25:00,"[178, 118]",2,0 days 02:00:00,0 days 00:00:00,CAI,
82,83,MS,SSH,2023-01-01 04:40:00,ATZ,0 days 03:05:00,0,B738,150,695,55,0,SSH -> CAI -> ATZ,SSH_ATZ,2023-01-01 07:45:00,"[83, 49]",2,0 days 01:05:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,ATZ,0 days 04:10:00,0,B738,162,744,55,0,SSH -> CAI -> HMB -> ATZ,SSH_ATZ,2023-01-01 19:20:00,"[85, 50, 67]",3,0 days 00:50:00,0 days 00:40:00,CAI,HMB
1,2,FT,SSH,2023-01-01 13:50:00,CAI,0 days 01:00:00,0,B738,162,376,50,0,SSH -> CAI,SSH_CAI,2023-01-01 14:50:00,[2],0,0 days 00:00:00,0 days 00:00:00,,
82,83,MS,SSH,2023-01-01 04:40:00,CAI,0 days 01:00:00,0,B738,162,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 05:40:00,[83],0,0 days 00:00:00,0 days 00:00:00,,
83,84,MS,SSH,2023-01-01 11:10:00,CAI,0 days 01:00:00,0,B738,162,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 12:10:00,[84],0,0 days 00:00:00,0 days 00:00:00,,
84,85,MS,SSH,2023-01-01 15:10:00,CAI,0 days 01:00:00,0,B738,162,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 16:10:00,[85],0,0 days 00:00:00,0 days 00:00:00,,
85,86,MS,SSH,2023-01-01 21:30:00,CAI,0 days 01:00:00,0,B738,162,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 22:30:00,[86],0,0 days 00:00:00,0 days 00:00:00,,
173,174,SM,SSH,2023-01-01 10:10:00,CAI,0 days 01:30:00,1,ATR,70,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 11:40:00,[174],0,0 days 00:00:00,0 days 00:00:00,,
174,175,SM,SSH,2023-01-01 14:30:00,CAI,0 days 01:30:00,1,ATR,70,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 16:00:00,[175],0,0 days 00:00:00,0 days 00:00:00,,
175,176,SM,SSH,2023-01-01 18:50:00,CAI,0 days 01:30:00,1,ATR,70,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 20:20:00,[176],0,0 days 00:00:00,0 days 00:00:00,,
176,177,SM,SSH,2023-01-01 21:10:00,CAI,0 days 01:30:00,1,ATR,70,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 22:40:00,[177],0,0 days 00:00:00,0 days 00:00:00,,
177,178,SM,SSH,2023-01-01 03:00:00,CAI,0 days 01:00:00,0,A320,150,376,55,0,SSH -> CAI,SSH_CAI,2023-01-01 04:00:00,[178],0,0 days 00:00:00,0 days 00:00:00,,
178,179,SM,SSH,2023-01-01 09:55:00,CAI,0 days 02:05:00,0,A320,106,508,55,1,SSH -> HRG -> CAI,SSH_CAI,2023-01-01 12:00:00,"[179, 152]",2,0 days 00:35:00,0 days 00:00:00,HRG,
82,83,MS,SSH,2023-01-01 04:40:00,HMB,0 days 04:25:00,0,B738,150,802,55,0,SSH -> CAI -> ATZ -> HMB,SSH_HMB,2023-01-01 09:05:00,"[83, 49, 31]",3,0 days 01:05:00,0 days 00:40:00,CAI,ATZ
84,85,MS,SSH,2023-01-01 15:10:00,HMB,0 days 02:50:00,0,B738,162,637,55,0,SSH -> CAI -> HMB,SSH_HMB,2023-01-01 18:00:00,"[85, 50]",1,0 days 00:50:00,0 days 00:00:00,CAI,
174,175,SM,SSH,2023-01-01 14:30:00,HMB,0 days 03:30:00,1,ATR,70,637,55,0,SSH -> CAI -> HMB,SSH_HMB,2023-01-01 18:00:00,"[175, 128]",2,0 days 01:00:00,0 days 00:00:00,CAI,
179,180,SM,SSH,2023-01-01 07:30:00,HMB,0 days 10:30:00,1,ATR,70,1074,55,0,SSH -> LXR -> CAI -> HMB,SSH_HMB,2023-01-01 18:00:00,"[180, 160, 128]",3,0 days 02:55:00,0 days 03:40:00,LXR,CAI
179,180,SM,SSH,2023-01-01 07:30:00,HMB,0 days 10:30:00,1,ATR,70,1074,55,0,SSH -> LXR -> CAI -> HMB,SSH_HMB,2023-01-01 18:00:00,"[180, 162, 128]",3,0 days 03:15:00,0 days 03:20:00,LXR,CAI
82,83,MS,SSH,2023-01-01 04:40:00,HRG,0 days 05:20:00,0,B738,162,778,55,0,SSH -> CAI -> HRG,SSH_HRG,2023-01-01 10:00:00,"[83, 55]",1,0 days 03:20:00,0 days 00:00:00,CAI,
83,84,MS,SSH,2023-01-01 11:10:00,HRG,0 days 03:20:00,0,B738,162,778,55,0,SSH -> CAI -> HRG,SSH_HRG,2023-01-01 14:30:00,"[84, 52]",1,0 days 01:20:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,HRG,0 days 04:50:00,0,B738,162,778,55,0,SSH -> CAI -> HRG,SSH_HRG,2023-01-01 20:00:00,"[85, 53]",1,0 days 02:50:00,0 days 00:00:00,CAI,
178,179,SM,SSH,2023-01-01 09:55:00,HRG,0 days 00:30:00,0,A320,150,106,55,0,SSH -> HRG,SSH_HRG,2023-01-01 10:25:00,[179],0,0 days 00:00:00,0 days 00:00:00,,
82,83,MS,SSH,2023-01-01 04:40:00,LXR,0 days 02:40:00,0,B738,162,883,55,0,SSH -> CAI -> LXR,SSH_LXR,2023-01-01 07:20:00,"[83, 56]",1,0 days 00:40:00,0 days 00:00:00,CAI,
82,83,MS,SSH,2023-01-01 04:40:00,LXR,0 days 02:50:00,0,B738,162,883,55,0,SSH -> CAI -> LXR,SSH_LXR,2023-01-01 07:30:00,"[83, 57]",1,0 days 00:50:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,LXR,0 days 03:50:00,0,B738,162,883,55,0,SSH -> CAI -> LXR,SSH_LXR,2023-01-01 19:00:00,"[85, 58]",1,0 days 01:50:00,0 days 00:00:00,CAI,
84,85,MS,SSH,2023-01-01 15:10:00,LXR,0 days 04:55:00,0,B738,162,883,55,0,SSH -> CAI -> LXR,SSH_LXR,2023-01-01 20:05:00,"[85, 59]",1,0 days 02:55:00,0 days 00:00:00,CAI,
97,98,NP,SSH,2023-01-01 22:55:00,LXR,0 days 00:55:00,0,A320,150,306,55,0,SSH -> LXR,SSH_LXR,2023-01-01 23:50:00,[98],0,0 days 00:00:00,0 days 00:00:00,,
179,180,SM,SSH,2023-01-01 07:30:00,LXR,0 days 01:15:00,1,ATR,70,306,55,0,SSH -> LXR,SSH_LXR,2023-01-01 08:45:00,[180],0,0 days 00:00:00,0 days 00:00:00,,
180,181,SM,SSH,2023-01-01 16:00:00,SPX,0 days 01:00:00,0,A320,150,415,55,0,SSH -> SPX,SSH_SPX,2023-01-01 17:00:00,[181],0,0 days 00:00:00,0 days 00:00:00,,
